order_id,product_id,quantity,unit_price,discount_percentage,discount_amount,gross_sales,tax_amount,shipping_cost,net_sales,product_cost,profit
ORD-357515,PROD-000138,3,765.04,0.1227912257146743,281.82,2295.12,140.93,3.4800000000000004,2157.71,1463.49,690.74
ORD-415108,PROD-000181,4,287.13,0.4361060890255682,500.88,1148.52,129.53,19.69,796.86,553.4,223.77
ORD-921227,PROD-001141,2,231.66,0.0053869509555719,2.5,463.32,92.16,9.34,562.32,211.24,341.74
ORD-427128,PROD-000341,2,283.51,0.0,0.0,567.02,113.4,4.63,685.05,240.6,439.82
ORD-860843,PROD-001114,2,199.7,0.032802511429143,13.1,399.4,73.4,5.08,464.78,208.6,251.1
ORD-236816,PROD-000658,1,502.38,0.116839948005891,58.7,502.38,22.18,20.27,486.13,242.11,223.75
ORD-158006,PROD-000765,1,73.99,0.1991736931994604,14.74,73.99,4.15,3.22,66.62,35.45,27.95
ORD-412797,PROD-000860,3,154.84,0.1650618557595589,76.67,464.52,27.15,5.93,420.93,180.9,234.1
ORD-371255,PROD-001020,2,12.31,0.1882203308720033,4.63,24.62,1.4,2.52,23.91,6.62,14.77
ORD-342727,PROD-000081,3,758.32,0.4427528378463692,1007.24,2274.96,228.19,6.82,1502.73,1452.51,43.4
ORD-830353,PROD-000373,3,50.22,0.1757587753108869,26.48,150.66,24.84,12.65,161.67,85.77,63.25
ORD-882774,PROD-000039,3,1023.42,0.0033935580241072,10.42,3070.26,581.37,3.04,3644.25,2070.24,1570.97
ORD-843245,PROD-001007,4,114.94,0.3310928693800787,152.22,459.76,21.53,2.9000000000000004,331.97,292.0,37.07
ORD-616901,PROD-000166,2,118.94,0.1764322433561139,41.97,237.88,13.71,2.84,212.46,113.02,96.6
ORD-953432,PROD-000695,2,289.08,0.0432961661273474,25.03,578.16,38.72,2.7,594.55,388.96,202.89
ORD-165737,PROD-000994,1,971.74,0.0588728478946022,57.21,971.74,164.62,10.36,1089.51,516.28,562.87
ORD-669990,PROD-000316,1,19.23,0.0,0.0,19.23,1.35,14.71,35.29,7.39,13.19
ORD-301711,PROD-000323,4,291.83,0.1654893702828434,193.18,1167.32,68.19,3.38,1045.71,495.28,547.05
ORD-248562,PROD-000847,5,190.82,0.1185271184840898,113.09,954.1,168.2,9.78,1018.99,469.65,539.56
ORD-718536,PROD-000583,2,18.55,0.1026601492220075,3.81,37.1,2.33,2.9800000000000004,38.6,13.54,22.08
ORD-554026,PROD-000252,2,56.89,0.066898406325209,7.61,113.78,7.43,3.69,117.29,38.1,75.5
ORD-652250,PROD-001157,1,252.84,0.081784258193373,20.68,252.84,16.25,15.27,263.68,86.58,161.83
ORD-175673,PROD-001065,3,95.52,0.1176435896110671,33.71,286.56,25.28,2.8600000000000003,280.99,95.04,183.09
ORD-309065,PROD-000387,5,439.13,0.4622233366851726,1014.88,2195.65,224.35,5.21,1410.33,787.75,617.37
ORD-354938,PROD-000503,1,50.61,0.1248787524237284,6.32,50.61,8.86,9.68,62.83,20.58,32.57
ORD-319744,PROD-000120,1,510.04,0.0437480232954138,22.31,510.04,34.14,15.02,536.89,323.9,197.97
ORD-628710,PROD-000369,1,398.04,0.0765698399211427,30.48,398.04,25.73,6.07,399.36,156.62,236.67
ORD-718066,PROD-000710,2,116.25,0.0857933714753182,19.95,232.5,40.38,12.15,265.08,154.52,98.41
ORD-890756,PROD-001098,2,264.43,0.1336272874602692,70.67,528.86,32.07,6.31,496.57,210.14,280.12
ORD-907699,PROD-000359,5,395.27,0.3531471074783607,697.94,1976.35,89.49,5.72,1373.62,903.1,464.8
ORD-306919,PROD-001132,1,104.33,0.2254010848835625,23.52,104.33,5.66,3.28,89.75,54.8,31.67
ORD-685652,PROD-000147,2,594.37,0.1713106299423246,203.64,1188.74,68.96,3.1,1057.16,499.68,554.38
ORD-869247,PROD-000051,2,1380.75,0.0,0.0,2761.5,138.08,29.43,2929.01,1513.06,1386.52
ORD-398297,PROD-000490,1,38.48,0.0865823154082848,3.33,38.48,7.03,12.05,54.23,18.25,23.93
ORD-282678,PROD-000987,3,310.37,0.1821045609231859,169.56,931.11,152.31,5.23,919.09,597.9,315.96
ORD-510954,PROD-000684,1,67.4,0.100466450975916,6.77,67.4,12.13,12.6,85.36,36.23,36.53
ORD-579670,PROD-000653,3,392.69,0.1949137935482102,229.62,1178.07,170.72,3.71,1122.88,620.1,499.07
ORD-590901,PROD-000736,3,276.65,0.1222824120418519,101.49,829.95,50.99,3.13,782.58,348.6,430.85
ORD-581458,PROD-000271,4,147.88,0.2882818006679465,170.52,591.52,29.47,5.6,456.07,301.52,148.95
ORD-573182,PROD-000346,4,283.07,0.0852482846241622,96.52,1132.28,207.15,11.98,1254.89,492.52,750.39
ORD-777155,PROD-000672,1,100.76,0.0867748725317072,8.74,100.76,11.96,4.45,108.43,56.4,47.58
ORD-618952,PROD-000414,2,113.12,0.328233855580654,74.26,226.24,10.64,5.54,168.16,138.14,24.48
ORD-521767,PROD-000656,3,360.91,0.3975231056761444,430.41,1082.73,130.46,5.42,788.2,493.02,289.76
ORD-271516,PROD-000740,5,95.23,0.1325559582860096,63.12,476.15,82.61,5.42,501.06,270.55,225.09
ORD-389626,PROD-000064,1,514.41,0.0407469299824468,20.96,514.41,88.82,1.3899999999999997,583.66,266.78,315.49
ORD-438231,PROD-000061,2,643.39,0.2388897968023252,307.4,1286.78,68.56,2.71,1050.65,672.6,375.34
ORD-749737,PROD-000656,1,360.91,0.1918081811003049,69.23,360.91,20.42,5.94,318.04,164.34,147.76
ORD-460479,PROD-000862,2,117.84,0.341520647757639,80.49,235.68,10.86,5.96,172.01,105.22,60.83
ORD-668943,PROD-000069,1,988.36,0.1961617413007395,193.88,988.36,55.61,3.79,853.88,496.0,354.09
ORD-987627,PROD-000151,3,644.0,0.0,0.0,1932.0,135.24,20.66,2087.9,1042.5,1024.74
ORD-913928,PROD-000620,3,100.2,0.4471721077548364,134.42,300.6,11.63,21.06,198.87,153.45,24.36
ORD-666005,PROD-000066,5,653.97,0.4065317853387285,1329.3,3269.85,135.84,2.9000000000000004,2079.29,2109.7,-33.31
ORD-733734,PROD-000082,2,359.11,0.0176310226352297,12.66,718.22,49.39,14.65,769.6,290.06,464.89
ORD-684357,PROD-000149,1,668.96,0.1286731731897585,86.08,668.96,40.8,3.87,627.55,426.0,197.68
ORD-382093,PROD-000817,1,23.84,0.005861847074505,0.14,23.84,4.74,1.8600000000000003,30.3,9.19,19.25
ORD-989592,PROD-001141,2,231.66,0.2762519718664802,127.99,463.32,63.71,4.93,403.97,211.24,187.8
ORD-461657,PROD-001121,4,240.91,0.0,0.0,963.64,67.45,23.55,1054.64,354.6,676.49
ORD-373653,PROD-000155,2,622.23,0.2837279072370119,353.09,1244.46,62.4,5.54,959.31,679.28,274.49
ORD-167753,PROD-000519,1,25.97,0.0267232128028125,0.69,25.97,1.77,14.55,41.6,8.89,18.16
ORD-290008,PROD-000213,1,169.13,0.0456174254268548,7.72,169.13,20.98,3.49,185.88,63.04,119.35
ORD-133960,PROD-000938,1,229.61,0.030629461276667,7.03,229.61,15.58,3.43,241.59,114.8,123.36
ORD-559612,PROD-000496,1,35.65,0.0176065493120387,0.63,35.65,6.3,0.96,42.28,13.52,27.8
ORD-753332,PROD-000680,1,107.72,0.159217520640826,17.15,107.72,6.34,5.53,102.44,50.37,46.54
ORD-523045,PROD-001063,3,38.9,0.2205500408869952,25.74,116.7,18.19,20.38,129.53,39.51,69.64
ORD-941303,PROD-000190,2,142.49,0.176969399832949,50.43,284.98,16.42,6.17,257.14,162.8,88.17
ORD-302338,PROD-000852,1,237.45,0.0,0.0,237.45,11.87,20.07,269.39,75.53,173.79
ORD-857752,PROD-000579,3,39.18,0.1163082733150276,13.67,117.54,7.27,3.33,114.47,61.32,49.82
ORD-437302,PROD-000338,3,395.25,0.0907424443610515,107.6,1185.75,75.47,5.54,1159.16,694.86,458.76
ORD-520434,PROD-000301,1,39.1,0.0,0.0,39.1,2.74,3.34,45.18,11.99,29.85
ORD-231126,PROD-000668,1,163.25,0.0240382651808463,3.92,163.25,11.15,11.53,182.01,109.68,60.8
ORD-547998,PROD-000145,2,532.75,0.0894357121407293,95.29,1065.5,194.04,12.45,1176.7,453.14,711.11
ORD-380472,PROD-000764,1,70.89,0.1958271493545366,13.88,70.89,3.99,5.74,66.74,35.64,25.36
ORD-487544,PROD-000310,5,223.53,0.0679421450697621,75.94,1117.65,72.92,15.47,1130.1,568.2,546.43
ORD-146451,PROD-000963,1,531.57,0.1443635625217161,76.74,531.57,31.84,6.15,492.82,277.92,208.75
ORD-814941,PROD-000192,1,194.18,0.0761685043079287,14.79,194.18,35.88,5.39,220.66,108.49,106.78
ORD-761724,PROD-000524,5,41.62,0.1766063050051824,36.75,208.1,30.84,9.78,211.97,86.85,115.34
ORD-623150,PROD-000148,3,790.65,0.406310309445611,963.75,2371.95,98.57,14.59,1521.36,1170.72,336.05
ORD-968218,PROD-000976,5,906.84,0.0349181027340097,158.33,4534.2,306.31,6.48,4688.66,2911.0,1771.18
ORD-217620,PROD-001078,1,62.74,0.0631292416427672,3.96,62.74,4.11,15.34,78.23,19.53,43.36
ORD-402706,PROD-000695,3,289.08,0.1954160121637989,169.47,867.24,139.55,4.8,842.12,583.44,253.88
ORD-140558,PROD-000627,1,70.05,0.1517506179465654,10.63,70.05,4.16,5.74,69.32,30.91,32.67
ORD-961372,PROD-000773,3,93.3,0.6,167.94,279.9,7.84,21.05,140.85,125.58,-5.78
ORD-108503,PROD-000609,3,134.12,0.2091347685065182,84.15,402.36,22.27,5.51,345.99,174.06,166.42
ORD-551199,PROD-000840,4,124.44,0.0721948255922418,35.94,497.76,32.33,15.3,509.45,234.92,259.23
ORD-597524,PROD-000328,2,311.8,0.0759812085059869,47.38,623.6,40.34,6.27,622.83,234.88,381.68
ORD-401200,PROD-000230,1,49.2,0.1974506166028193,9.71,49.2,7.9,2.66,50.05,24.22,23.17
ORD-503537,PROD-000635,4,461.37,0.2570296885931968,474.34,1845.48,95.98,20.68,1487.8,757.76,709.36
ORD-920617,PROD-000991,1,411.49,0.1747463159979481,71.91,411.49,64.52,3.33,407.43,184.72,219.38
ORD-286529,PROD-000206,3,277.84,0.3930023658168722,327.58,833.52,25.3,19.48,550.72,265.32,265.92
ORD-264132,PROD-000435,1,49.69,0.1480416231508467,7.36,49.69,2.96,4.07,49.36,25.46,19.83
ORD-616811,PROD-000321,3,46.88,0.1096897069886414,15.43,140.64,8.76,15.27,149.24,70.44,63.53
ORD-304200,PROD-000889,3,218.6,0.166662687015046,109.3,655.8,38.26,3.95,588.71,254.85,329.91
ORD-479404,PROD-000361,3,317.74,0.2033751724842805,193.86,953.22,53.16,12.28,824.8,354.93,457.59
ORD-515984,PROD-000779,3,47.63,0.2827579356324351,40.4,142.89,7.17,11.87,121.53,63.72,45.94
ORD-520171,PROD-000008,1,381.34,0.0133286395918998,5.08,381.34,26.34,5.67,408.27,212.95,189.65
ORD-970812,PROD-001093,4,85.12,0.4670778659788269,159.03,340.48,12.7,3.92,198.07,126.4,67.75
ORD-462086,PROD-000796,1,180.93,0.2288497135544064,41.41,180.93,27.9,20.29,187.71,80.11,87.31
ORD-128099,PROD-000722,3,254.81,0.0690935936548585,52.82,764.43,135.21,2.69,849.51,357.63,489.19
ORD-368642,PROD-000484,1,57.83,0.0,0.0,57.83,4.05,5.49,67.37,23.1,38.78
ORD-142894,PROD-000163,4,32.72,0.3852471764815578,50.42,130.88,5.63,14.59,100.68,50.28,35.81
ORD-168116,PROD-000873,1,96.46,0.0,0.0,96.46,6.75,5.7,108.91,35.46,67.75
ORD-889640,PROD-000330,2,182.41,0.0058666653009832,2.14,364.82,72.54,3.01,438.23,150.16,285.06
ORD-974113,PROD-001068,1,52.8,0.1810629955891672,9.56,52.8,5.62,4.26,53.12,15.76,33.1
ORD-697239,PROD-000516,4,43.85,0.0277255124246406,4.86,175.4,11.94,3.3200000000000003,185.8,80.88,101.6
ORD-851255,PROD-001024,2,69.22,0.0,0.0,138.44,9.69,11.51,159.64,59.06,89.07
ORD-536810,PROD-000761,1,87.5,0.0824587719378266,7.22,87.5,5.62,2.64,88.54,38.54,47.36
ORD-672646,PROD-000015,3,244.71,0.2723705099215581,199.96,734.13,37.39,3.18,574.74,500.58,70.98
ORD-802896,PROD-000509,2,44.01,0.0904953084100457,7.97,88.02,16.01,4.78,100.84,30.92,65.14
ORD-712791,PROD-000891,3,231.02,0.2401216438256119,166.42,693.06,36.86,12.33,575.83,290.07,273.43
ORD-220692,PROD-000036,1,524.08,0.0432529531222081,22.67,524.08,35.1,3.89,540.4,305.05,231.46
ORD-440056,PROD-000078,2,853.43,0.3618462830581854,617.62,1706.86,76.25,5.71,1171.2,1050.36,115.13
ORD-951260,PROD-000646,1,486.89,0.1289290220301569,62.77,486.89,29.69,5.51,459.32,234.17,219.64
ORD-620947,PROD-000677,2,168.79,0.0522242290237523,17.63,337.58,32.0,2.79,354.74,201.28,150.67
ORD-970297,PROD-000322,1,164.88,0.1969617938770292,32.48,164.88,9.27,5.85,147.52,69.61,72.06
ORD-250331,PROD-000983,1,538.16,0.0788915398843086,42.46,538.16,64.44,17.65,577.79,297.42,262.72
ORD-110975,PROD-000020,5,454.78,0.293261190501826,666.85,2273.9,321.41,12.71,1941.17,1157.5,770.96
ORD-114384,PROD-000575,1,71.11,0.0800630693929663,5.69,71.11,3.27,7.81,76.5,23.13,45.56
ORD-134288,PROD-000093,4,658.81,0.4816273089008293,1269.2,2635.24,95.62,14.48,1476.14,1482.28,-20.62
ORD-992551,PROD-000605,1,64.03,0.1298669565871951,8.32,64.03,11.14,9.89,76.74,19.54,47.31
ORD-209791,PROD-000776,4,287.19,0.0,0.0,1148.76,229.75,3.46,1381.97,637.92,740.59
ORD-343151,PROD-000214,2,125.64,0.2267696504192909,56.98,251.28,36.92,5.04,236.26,76.9,154.32
ORD-807539,PROD-000509,1,44.01,0.0594738058249405,2.62,44.01,2.9,3.42,47.71,15.46,28.83
ORD-422455,PROD-000522,2,29.24,0.2409105587269314,14.09,58.48,3.11,2.55,50.05,27.16,20.34
ORD-404335,PROD-000955,4,952.94,0.4755007155586316,1812.49,3811.76,139.95,11.85,2151.07,2189.8,-50.58
ORD-867695,PROD-000255,3,44.79,0.4501379189094187,60.49,134.37,5.17,2.79,81.84,65.31,13.74
ORD-473541,PROD-000092,4,739.27,0.470781749087831,1392.14,2957.08,109.55,14.58,1689.07,1560.84,113.65
ORD-414992,PROD-000844,3,249.48,0.0860047195189416,64.37,748.44,136.81,4.71,825.59,351.18,469.7
ORD-817884,PROD-000903,5,55.27,0.1728622659775834,47.77,276.35,43.43,12.92,284.93,104.9,167.11
ORD-112124,PROD-000950,3,288.45,0.4283197737897001,370.65,865.35,34.63,3.4000000000000004,532.73,492.57,36.76
ORD-515053,PROD-000195,2,157.93,0.0520104705621224,16.43,315.86,20.96,14.81,335.2,125.9,194.49
ORD-742557,PROD-000117,4,362.23,0.0742307395511507,107.55,1448.92,134.14,6.16,1481.67,806.28,669.23
ORD-198654,PROD-000490,1,38.48,0.0538816135882643,2.07,38.48,2.55,3.3200000000000003,42.28,18.25,20.71
ORD-208724,PROD-000233,1,50.41,0.2242782920105835,11.31,50.41,2.74,3.35,45.19,22.45,19.39
ORD-915803,PROD-000341,1,283.51,0.1071655300584903,30.38,283.51,17.72,14.55,285.4,120.3,150.55
ORD-741883,PROD-000327,1,206.1,0.0913282855499526,18.82,206.1,13.11,2.84,203.23,102.89,97.5
ORD-685652,PROD-000822,2,146.65,0.0177472881919417,5.21,293.3,20.17,23.91,332.17,133.5,174.76
ORD-455329,PROD-000340,2,233.66,0.4390870417272287,205.19,467.32,18.35,12.09,292.57,270.52,9.96
ORD-815382,PROD-000883,1,335.53,0.1590737058911564,53.37,335.53,53.61,12.59,348.36,151.03,184.74
ORD-786897,PROD-000254,1,120.4,0.2122422553273984,25.55,120.4,12.33,7.3,114.48,40.69,66.49
ORD-805353,PROD-000542,1,77.03,0.1240054514560319,9.55,77.03,13.5,5.13,86.11,25.81,55.17
ORD-997270,PROD-000311,1,68.65,0.036845629917649,2.53,68.65,11.9,2.14,80.16,38.36,39.66
ORD-551443,PROD-000499,4,52.24,0.206451136588433,43.14,208.96,33.16,9.92,208.9,90.6,108.38
ORD-138769,PROD-000078,1,853.43,0.1351582581084957,115.35,853.43,51.67,12.0,801.75,525.18,264.57
ORD-829970,PROD-000265,2,80.82,0.0904780682510525,14.62,161.64,10.29,6.47,163.78,73.2,84.11
ORD-363982,PROD-000009,3,792.89,0.6,1427.2,2378.67,66.6,12.32,1030.39,1562.88,-544.81
ORD-139953,PROD-000243,2,29.57,0.0584559906327192,3.46,59.14,10.58,5.39,71.65,29.5,36.76
ORD-450881,PROD-000283,2,21.95,0.0,0.0,43.9,5.71,6.69,56.3,24.12,25.49
ORD-315894,PROD-000218,2,170.39,0.3102106934128032,105.71,340.78,16.45,21.35,272.87,162.22,89.3
ORD-203436,PROD-000223,3,88.87,0.1432687149926006,38.2,266.61,41.11,4.47,273.99,92.82,176.7
ORD-936981,PROD-000868,4,23.04,0.3729685263980372,34.37,92.16,4.05,15.46,77.3,44.88,16.96
ORD-932048,PROD-000775,1,188.25,0.2270733029812673,42.75,188.25,10.18,11.68,167.36,80.45,75.23
ORD-192083,PROD-000148,4,790.65,0.0644947983576044,203.97,3162.6,295.86,9.47,3263.96,1560.96,1693.53
ORD-467610,PROD-000979,4,723.85,0.0,0.0,2895.4,202.68,2.8,3100.88,1303.48,1794.6
ORD-924740,PROD-000719,2,43.68,0.112995428162477,9.87,87.36,5.42,3.64,86.55,35.82,47.09
ORD-673053,PROD-000509,1,44.01,0.0063688502002225,0.28,44.01,4.37,5.07,53.17,15.46,32.64
ORD-369614,PROD-000010,4,868.5,0.4114011033232922,1429.21,3474.0,143.14,3.18,2191.11,2148.6,39.33
ORD-464275,PROD-000199,3,271.1,0.0,0.0,813.3,56.93,6.43,876.66,359.64,510.59
ORD-296796,PROD-000926,3,159.99,0.1190693040817717,57.15,479.97,84.56,3.46,510.84,150.3,357.08
ORD-288142,PROD-001075,2,12.94,0.2255593271693926,5.84,25.88,1.4,14.81,36.25,6.6,14.84
ORD-541651,PROD-000420,1,258.51,0.1044217253272317,26.99,258.51,41.67,6.8100000000000005,280.0,95.46,177.73
ORD-412541,PROD-000407,1,335.89,0.2042944594934751,68.62,335.89,18.71,6.15,292.13,145.1,140.88
ORD-173853,PROD-000242,4,113.76,0.1679637963654428,76.43,455.04,26.5,14.66,419.77,201.88,203.23
ORD-651317,PROD-000438,3,450.04,0.1009288197265192,136.27,1350.12,84.97,15.11,1313.93,694.35,604.47
ORD-323643,PROD-000361,3,317.74,0.1097847909627333,104.65,953.22,59.4,6.42,914.39,354.93,553.04
ORD-750378,PROD-000204,1,213.31,0.0,0.0,213.31,14.93,2.67,230.91,66.51,161.73
ORD-682196,PROD-000981,3,302.06,0.3148441738611992,285.31,906.18,31.04,5.300000000000001,657.21,526.02,125.89
ORD-161381,PROD-000945,1,54.7,0.0515428676800575,2.82,54.7,3.63,6.4,61.91,21.15,34.36
ORD-830779,PROD-000733,3,146.2,0.3414369986964835,149.75,438.6,20.22,14.72,323.79,248.31,60.76
ORD-371028,PROD-000659,1,193.26,0.108815403587216,21.03,193.26,32.72,2.89,207.84,131.84,73.11
ORD-441322,PROD-000102,1,546.2,0.1023791140858427,55.92,546.2,34.32,24.05,548.65,317.63,206.97
ORD-943799,PROD-000124,4,148.55,0.3944280907851681,234.37,594.2,71.97,2.42,434.22,252.64,179.16
ORD-158671,PROD-000647,2,308.99,0.0,0.0,617.98,117.42,2.7,738.1,261.48,473.92
ORD-906153,PROD-000391,1,318.04,0.0645298850924872,20.52,318.04,20.83,15.37,333.72,204.93,113.42
ORD-109618,PROD-000663,2,442.2,0.0,0.0,884.4,176.88,2.79,1064.07,485.48,575.8
ORD-771280,PROD-000137,1,733.77,0.0,0.0,733.77,146.75,5.34,885.86,310.25,570.27
ORD-568790,PROD-000973,1,754.8,0.1805812109375272,136.3,754.8,43.3,5.76,667.56,494.04,167.76
ORD-235210,PROD-000003,4,275.51,0.4128326297818657,454.96,1102.04,45.3,6.44,698.82,741.92,-49.54
ORD-354929,PROD-000769,3,280.55,0.3053055706773008,256.96,841.65,105.24,10.39,700.32,378.12,311.81
ORD-736812,PROD-000115,2,221.24,0.1525789801561627,67.51,442.48,26.25,2.95,404.17,224.98,176.24
ORD-100860,PROD-000620,2,100.2,0.1863203555515931,37.34,200.4,11.41,14.74,189.21,102.3,72.17
ORD-705584,PROD-000538,1,55.56,0.0479093057115746,2.66,55.56,3.7,5.85,62.45,22.59,34.01
ORD-610648,PROD-000834,1,107.82,0.0768127415749587,8.28,107.82,6.97,3.37,109.88,54.65,51.86
ORD-933736,PROD-000889,2,218.6,0.1779825434243081,77.81,437.2,17.97,5.07,382.43,169.9,207.46
ORD-372170,PROD-000954,1,216.46,0.1219961867096533,26.41,216.46,34.21,9.97,234.23,142.87,81.39
ORD-906687,PROD-000281,1,11.83,0.0,0.0,11.83,0.83,14.96,27.62,5.51,7.15
ORD-265596,PROD-000665,1,373.93,0.0,0.0,373.93,74.79,12.34,461.06,164.76,283.96
ORD-795517,PROD-000235,3,57.12,0.0,0.0,171.36,34.27,12.85,218.48,57.18,148.45
ORD-283291,PROD-000121,3,371.72,0.2069753415300809,230.81,1115.16,61.9,20.51,966.76,625.41,320.84
ORD-370032,PROD-000762,4,28.01,0.0392241826822463,4.39,112.04,7.54,12.04,127.23,43.12,72.07
ORD-675124,PROD-000919,2,322.36,0.0386325619795646,24.91,644.72,61.98,22.02,703.81,249.6,432.19
ORD-475149,PROD-000869,2,10.03,0.298911190859367,6.0,20.06,0.98,3.9,18.94,8.58,6.46
ORD-278101,PROD-000561,5,79.03,0.1612710448346912,63.73,395.15,23.2,6.45,361.07,214.9,139.72
ORD-729467,PROD-000783,5,208.42,0.4045806943856199,421.61,1042.1,43.43,21.32,685.24,459.0,204.92
ORD-278930,PROD-000774,1,132.14,0.1956414304384302,25.85,132.14,7.44,6.24,119.97,76.23,37.5
ORD-874199,PROD-000351,1,351.76,0.1197449798068351,42.12,351.76,58.83,4.86,373.33,169.63,198.84
ORD-202006,PROD-000292,2,67.22,0.3651230915741451,49.09,134.44,17.07,2.13,104.55,41.18,61.24
ORD-545128,PROD-000600,2,28.34,0.0616925895036175,3.5,56.68,6.91,7.45,67.54,18.02,42.07
ORD-698721,PROD-000888,1,309.85,0.0,0.0,309.85,21.69,20.67,352.21,113.01,218.53
ORD-599642,PROD-000684,3,67.4,0.0,0.0,202.2,10.11,20.03,232.34,108.69,103.62
ORD-659213,PROD-000285,1,39.39,0.0724931901474282,2.86,39.39,7.31,4.97,48.81,20.66,23.18
ORD-907850,PROD-000923,4,192.44,0.0,0.0,769.76,153.95,4.99,928.7,286.8,636.91
ORD-709037,PROD-001108,4,29.27,0.1515456921159372,17.74,117.08,18.87,9.17,127.38,57.56,60.65
ORD-383498,PROD-000048,5,527.32,0.3551949039768738,936.51,2636.6,119.01,11.73,1830.83,1580.5,238.6
ORD-169874,PROD-000313,2,22.08,0.019330033969051,0.85,44.16,3.03,14.72,61.06,25.54,20.8
ORD-537296,PROD-000878,1,250.79,0.0787806800924256,19.76,250.79,11.55,4.68,247.26,75.57,167.01
ORD-791694,PROD-000553,1,48.77,0.218858682356807,10.67,48.77,7.24,2.93,48.27,17.61,27.73
ORD-251200,PROD-000693,2,158.5,0.0,0.0,317.0,22.19,6.33,345.52,169.72,169.47
ORD-618478,PROD-000246,3,132.81,0.3176661081491702,126.57,398.43,48.93,4.49,325.28,158.61,162.18
ORD-649195,PROD-001085,3,62.54,0.400574944968632,75.16,187.62,22.49,0.4599999999999999,135.41,52.41,82.54
ORD-292135,PROD-000534,2,72.59,0.0831797203385935,12.08,145.18,6.66,4.56,144.32,49.12,90.64
ORD-901348,PROD-000885,1,138.89,0.1979125964076481,27.49,138.89,7.8,5.68,124.88,43.85,75.35
ORD-176294,PROD-000281,1,11.83,0.0990094846497246,1.17,11.83,0.75,24.22,35.63,5.51,5.9
ORD-906714,PROD-000281,3,11.83,0.3716206887252964,13.19,35.49,1.56,3.2,27.06,16.53,7.33
ORD-681581,PROD-000090,3,591.74,0.0227938658278501,40.46,1775.22,121.43,6.03,1862.22,869.64,986.55
ORD-529202,PROD-000573,2,25.69,0.3954771697438103,20.32,51.38,2.17,12.14,45.37,24.34,8.89
ORD-100506,PROD-000255,2,44.79,0.1248115171751015,11.18,89.58,5.49,2.78,86.67,43.54,40.35
ORD-943199,PROD-000603,5,137.35,0.1873676367296745,128.67,686.75,106.04,1.5599999999999996,665.68,237.8,426.32
ORD-737282,PROD-000011,1,989.81,0.0,0.0,989.81,128.68,27.9,1146.39,528.66,589.83
ORD-681134,PROD-000901,4,189.63,0.0759302088335751,57.59,758.52,140.19,9.85,850.97,449.64,391.48
ORD-138600,PROD-001165,2,265.48,0.0145420926074441,7.72,530.96,36.63,5.54,565.41,276.48,283.39
ORD-783444,PROD-000524,2,41.62,0.1744450304274172,14.52,83.24,4.81,23.98,97.51,34.74,38.79
ORD-459058,PROD-001111,1,189.94,0.0,0.0,189.94,13.3,23.5,226.74,92.23,111.01
ORD-256882,PROD-000396,1,470.18,0.1077037128330861,50.64,470.18,75.52,2.8,497.86,261.59,233.47
ORD-692675,PROD-000274,1,56.93,0.1974706225577659,11.24,56.93,3.2,3.54,52.43,28.51,20.38
ORD-996353,PROD-000272,5,138.92,0.1272027373556997,88.36,694.6,121.25,1.85,729.34,359.45,368.04
ORD-382848,PROD-000070,2,1062.55,0.0,0.0,2125.1,106.26,17.25,2248.61,1064.7,1166.66
ORD-536227,PROD-000017,2,910.72,0.0,0.0,1821.44,127.5,23.95,1972.89,978.06,970.88
ORD-799038,PROD-001082,3,71.16,0.1794535281868356,38.31,213.48,12.26,11.77,199.2,90.84,96.59
ORD-160335,PROD-000877,2,180.43,0.2205541543635974,79.59,360.86,19.69,14.73,315.69,150.22,150.74
ORD-593853,PROD-000535,3,25.87,0.0314851725706522,2.44,77.61,5.26,3.31,83.74,28.8,51.63
ORD-417505,PROD-000794,1,242.54,0.0,0.0,242.54,46.08,20.43,309.05,134.76,153.86
ORD-534396,PROD-000194,1,92.31,0.1292739968812562,11.93,92.31,5.63,12.4,98.41,40.41,45.6
ORD-563553,PROD-000114,1,168.48,0.1361810635464042,22.94,168.48,7.28,31.75,184.57,88.1,64.72
ORD-942103,PROD-000984,1,936.28,0.2006489484845326,187.86,936.28,52.39,6.19,807.0,606.95,193.86
ORD-217908,PROD-001003,2,910.78,0.0845482771494586,154.01,1821.56,116.73,15.36,1799.64,735.26,1049.02
ORD-769075,PROD-000191,1,163.92,0.038556732293028,6.32,163.92,11.03,2.54,171.17,87.71,80.92
ORD-302381,PROD-000355,4,310.79,0.3432687370149416,426.74,1243.16,57.15,12.01,885.58,564.96,308.61
ORD-313638,PROD-000422,1,241.23,0.2008249801264839,48.45,241.23,13.49,15.28,221.55,85.27,121.0
ORD-908404,PROD-000845,1,80.71,0.0320843159811684,2.59,80.71,5.47,24.12,107.71,24.5,59.09
ORD-872933,PROD-000401,2,385.18,0.1835988877823179,141.44,770.36,125.78,4.75,759.45,275.3,479.4
ORD-732159,PROD-000023,1,383.2,0.0,0.0,383.2,26.82,3.26,413.28,253.08,156.94
